,rn_numbers,top_labels
940,RG-50.549.02.0024,"[('family', 13.1), ('camp', 11.9), ('school', 10.8)]"
941,RG-50.549.02.0025,"[('family', 14.0), ('camp', 9.0), ('food', 8.6)]"
942,RG-50.549.02.0026,"[('family', 12.0), ('camp', 11.7), ('food', 10.5)]"
943,RG-50.549.02.0027,"[('family', 10.8), ('camp', 9.9), ('food', 8.6)]"
944,RG-50.549.02.0028,"[('camp', 15.6), ('family', 9.6), ('war', 8.4)]"
945,RG-50.549.02.0029,"[('camp', 14.3), ('family', 12.9), ('school', 8.0)]"
946,RG-50.549.02.0030,"[('camp', 16.0), ('family', 13.5), ('food', 8.2)]"
947,RG-50.549.02.0031,"[('camp', 15.9), ('religion', 9.4), ('family', 8.2)]"
948,RG-50.549.02.0032,"[('camp', 23.4), ('family', 10.9), ('army', 5.9)]"
949,RG-50.549.02.0033,"[('family', 13.5), ('camp', 11.8), ('war', 10.2)]"
950,RG-50.549.02.0034,"[('family', 13.4), ('camp', 10.3), ('war', 8.7)]"
951,RG-50.549.02.0035,"[('camp', 15.9), ('family', 11.2), ('food', 7.9)]"
952,RG-50.549.02.0036,"[('camp', 13.2), ('family', 10.7), ('food', 8.1)]"
953,RG-50.549.02.0037,"[('family', 13.8), ('camp', 10.6), ('food', 9.1)]"
954,RG-50.549.02.0038,"[('family', 12.2), ('camp', 10.7), ('school', 9.2)]"
955,RG-50.549.02.0039,"[('camp', 12.9), ('food', 12.5), ('family', 10.9)]"
956,RG-50.549.02.0040,"[('camp', 13.0), ('government', 9.7), ('family', 9.4)]"
957,RG-50.549.02.0041,"[('camp', 15.7), ('family', 14.7), ('food', 9.3)]"
958,RG-50.549.02.0042,"[('camp', 15.1), ('family', 12.7), ('school', 9.0)]"
959,RG-50.549.02.0043,"[('camp', 13.4), ('family', 13.4), ('school', 11.1)]"
960,RG-50.549.02.0044,"[('camp', 17.4), ('family', 12.1), ('fear', 8.6)]"
961,RG-50.549.02.0045,"[('camp', 21.1), ('food', 12.7), ('family', 7.6)]"
962,RG-50.549.02.0046,"[('camp', 17.8), ('family', 13.4), ('fear', 8.7)]"
963,RG-50.549.02.0047,"[('family', 16.1), ('camp', 14.1), ('food', 8.2)]"
964,RG-50.549.02.0048,"[('camp', 15.8), ('family', 10.8), ('war', 8.7)]"
965,RG-50.549.02.0049,"[('family', 14.3), ('camp', 11.5), ('food', 10.6)]"
966,RG-50.549.02.0050,"[('family', 15.7), ('camp', 12.2), ('school', 10.1)]"
967,RG-50.549.02.0051,"[('family', 14.7), ('camp', 10.9), ('food', 8.7)]"
968,RG-50.549.02.0052,"[('family', 12.2), ('camp', 10.7), ('food', 8.1)]"
969,RG-50.549.02.0053,"[('camp', 12.0), ('family', 11.3), ('food', 10.2)]"
970,RG-50.549.02.0054,"[('family', 15.4), ('camp', 9.4), ('food', 8.9)]"
971,RG-50.549.02.0055,"[('family', 13.9), ('camp', 13.5), ('war', 8.0)]"
972,RG-50.549.02.0056,"[('camp', 15.1), ('family', 10.0), ('food', 8.8)]"
973,RG-50.549.02.0057,"[('family', 13.2), ('camp', 10.1), ('food', 8.4)]"
974,RG-50.549.02.0058,"[('camp', 14.9), ('food', 12.7), ('family', 11.9)]"
975,RG-50.549.02.0059,"[('camp', 12.2), ('family', 10.4), ('food', 7.6)]"
976,RG-50.549.02.0060,"[('camp', 15.8), ('fear', 9.2), ('family', 8.9)]"
977,RG-50.549.02.0061,"[('camp', 15.8), ('food', 11.7), ('family', 8.9)]"
978,RG-50.549.02.0062,"[('government', 11.4), ('camp', 10.1), ('family', 9.9)]"
979,RG-50.549.02.0063,"[('camp', 13.2), ('family', 9.2), ('war', 8.9)]"
980,RG-50.549.02.0064,"[('camp', 13.3), ('family', 12.7), ('food', 9.1)]"
981,RG-50.549.02.0065,"[('camp', 10.7), ('family', 10.1), ('food', 8.9)]"
982,RG-50.549.02.0066,"[('camp', 14.5), ('family', 9.9), ('fear', 9.8)]"
983,RG-50.549.02.0067,"[('camp', 20.4), ('family', 13.7), ('fear', 10.9)]"
984,RG-50.549.02.0068,"[('camp', 15.6), ('family', 12.5), ('food', 7.3)]"
985,RG-50.549.02.0069,"[('camp', 11.8), ('family', 11.3), ('government', 10.8)]"
986,RG-50.549.02.0070,"[('camp', 18.7), ('family', 8.8), ('food', 8.8)]"
987,RG-50.549.02.0071,"[('camp', 27.1), ('family', 11.5), ('food', 8.3)]"
988,RG-50.549.02.0072,"[('family', 15.5), ('school', 12.2), ('camp', 9.0)]"
989,RG-50.549.02.0073,"[('camp', 16.4), ('family', 12.2), ('religion', 11.7)]"
990,RG-50.549.02.0074,"[('camp', 14.5), ('fear', 9.5), ('family', 8.9)]"
991,RG-50.549.02.0075,"[('camp', 21.6), ('family', 10.1), ('religion', 7.7)]"
992,RG-50.549.02.0076,"[('camp', 12.9), ('family', 11.0), ('food', 7.7)]"
993,RG-50.549.02.0077,"[('camp', 14.0), ('family', 13.3), ('government', 7.4)]"
994,RG-50.549.02.0078,"[('camp', 20.3), ('family', 9.6), ('war', 6.9)]"
995,RG-50.549.02.0079,"[('camp', 13.7), ('family', 12.3), ('war', 8.1)]"
996,RG-50.549.02.0080,"[('camp', 18.3), ('family', 10.3), ('food', 9.3)]"
997,RG-50.549.03.0001,"[('government', 12.6), ('camp', 9.1), ('school', 8.5)]"
998,RG-50.549.03.0002,"[('family', 12.6), ('camp', 11.7), ('school', 11.2)]"
999,RG-50.549.03.0003,"[('family', 12.9), ('camp', 10.4), ('food', 9.8)]"
1000,RG-50.549.03.0004,"[('family', 12.0), ('food', 10.1), ('camp', 8.1)]"
1001,RG-50.549.04.0001,"[('family', 16.3), ('school', 14.9), ('camp', 8.9)]"
1002,RG-50.549.04.0002,"[('camp', 18.2), ('family', 13.6), ('religion', 6.9)]"
1003,RG-50.549.04.0003,"[('family', 15.5), ('food', 11.9), ('camp', 10.6)]"
1004,RG-50.549.04.0004,"[('family', 17.3), ('school', 10.7), ('camp', 9.2)]"
1005,RG-50.549.05.0001,"[('family', 12.9), ('camp', 12.2), ('school', 9.0)]"
1006,RG-50.549.05.0002,"[('camp', 15.5), ('family', 13.0), ('food', 11.9)]"
1007,RG-50.549.05.0003,"[('food', 13.7), ('family', 13.2), ('camp', 10.8)]"
1008,RG-50.549.05.0004,"[('food', 14.6), ('family', 11.3), ('camp', 11.2)]"
1009,RG-50.549.05.0006,"[('food', 13.6), ('family', 12.8), ('camp', 10.1)]"
1010,RG-50.549.05.0011,"[('family', 10.8), ('food', 9.5), ('camp', 7.8)]"
1011,RG-50.549.05.0012,"[('food', 12.6), ('family', 11.4), ('camp', 9.4)]"
1012,RG-50.549.05.0014,"[('food', 11.4), ('family', 10.3), ('camp', 9.1)]"
1013,RG-50.562.0001,"[('camp', 26.4), ('ghetto', 9.4), ('food', 9.2)]"
1014,RG-50.562.0002,"[('camp', 30.6), ('ghetto', 10.7), ('food', 9.7)]"
1015,RG-50.562.0004,"[('camp', 14.6), ('family', 10.1), ('food', 9.6)]"
1016,RG-50.562.0005,"[('camp', 24.9), ('family', 11.6), ('food', 10.7)]"
1017,RG-50.562.0010,"[('camp', 23.0), ('family', 11.4), ('food', 8.6)]"
1018,RG-50.718.0003,"[('camp', 11.9), ('family', 10.7), ('food', 9.3)]"
1019,RG-50.924.0001,"[('camp', 12.9), ('family', 11.4), ('food', 9.1)]"
1020,RG-50.924.0003,"[('food', 15.3), ('family', 11.7), ('camp', 7.3)]"
1021,RG-50.999.0408,"[('family', 10.3), ('war', 9.1), ('camp', 8.9)]"
1022,RG-50.999.0409,"[('war', 16.1), ('family', 11.2), ('camp', 7.7)]"
1023,RG-50.999.0412,"[('family', 12.3), ('camp', 11.5), ('war', 10.1)]"
1024,RG-50.999.0415,"[('family', 10.4), ('war', 9.5), ('camp', 8.3)]"
1025,RG-50.999.0418,"[('family', 10.0), ('camp', 9.3), ('war', 7.2)]"
1026,RG-50.999.0421,"[('food', 10.4), ('camp', 9.6), ('family', 9.0)]"
1027,RG-50.999.0422,"[('camp', 9.8), ('food', 9.2), ('war', 7.7)]"
1028,RG-50.999.0423,"[('family', 8.8), ('camp', 8.7), ('food', 7.6)]"
1029,RG-50.999.0427,"[('war', 13.0), ('family', 10.5), ('camp', 9.9)]"
1030,RG-50.999.0428,"[('war', 15.0), ('family', 13.0), ('camp', 7.6)]"
1031,RG-50.999.0432,"[('family', 8.2), ('camp', 7.7), ('food', 7.7)]"
1032,RG-50.999.0433,"[('camp', 10.4), ('family', 9.8), ('war', 8.2)]"
1033,RG-50.999.0435,"[('camp', 14.0), ('war', 10.2), ('family', 9.8)]"
1034,RG-50.999.0438,"[('camp', 11.5), ('food', 8.7), ('family', 7.3)]"
1035,RG-50.999.0439,"[('camp', 12.7), ('family', 12.6), ('war', 11.2)]"
1036,RG-50.999.0441,"[('camp', 17.2), ('family', 8.1), ('war', 7.5)]"
1037,RG-50.999.0442,"[('camp', 13.4), ('war', 9.4), ('family', 8.2)]"
1038,RG-50.999.0443,"[('war', 14.7), ('family', 14.1), ('camp', 6.3)]"
1039,RG-50.999.0445,"[('war', 13.0), ('family', 12.1), ('camp', 8.5)]"
1040,RG-50.999.0448,"[('camp', 9.6), ('war', 7.9), ('ghetto', 7.8)]"
1041,RG-50.999.0450,"[('family', 13.8), ('war', 7.0), ('camp', 6.8)]"
1042,RG-50.999.0453,"[('family', 10.0), ('camp', 9.7), ('food', 7.5)]"
1043,RG-50.999.0454,"[('family', 10.4), ('camp', 9.8), ('food', 8.5)]"
1044,RG-50.999.0457,"[('family', 12.5), ('war', 11.2), ('camp', 9.3)]"
1045,RG-50.999.0459,"[('family', 10.0), ('camp', 9.1), ('war', 8.2)]"
1046,RG-50.999.0461,"[('camp', 11.4), ('food', 10.3), ('family', 8.7)]"
1047,RG-50.999.0464,"[('family', 15.8), ('war', 10.8), ('camp', 8.9)]"
1048,RG-50.999.0466,"[('family', 11.5), ('camp', 9.1), ('food', 7.9)]"
1049,RG-50.999.0470,"[('war', 17.2), ('family', 13.6), ('camp', 5.7)]"
1050,RG-50.999.0471,"[('war', 14.7), ('family', 11.6), ('camp', 7.2)]"
1051,RG-50.999.0472,"[('family', 15.2), ('war', 14.3), ('camp', 7.8)]"
1052,RG-50.999.0473,"[('family', 10.6), ('war', 10.1), ('camp', 7.3)]"
1053,RG-50.999.0474,"[('camp', 8.7), ('war', 8.7), ('prisoners', 8.4)]"
1054,RG-50.999.0475,"[('food', 9.8), ('family', 8.7), ('camp', 7.0)]"
1055,RG-50.999.0477,"[('camp', 10.1), ('family', 9.3), ('ghetto', 8.5)]"
1056,RG-50.999.0478,"[('camp', 11.5), ('food', 9.8), ('family', 8.1)]"
1057,RG-50.999.0479,"[('food', 9.4), ('camp', 8.0), ('war', 7.5)]"
1058,RG-50.999.0482,"[('war', 11.2), ('family', 9.6), ('camp', 8.6)]"
1059,RG-50.999.0483,"[('family', 16.6), ('war', 10.9), ('camp', 7.6)]"
1060,RG-50.999.0485,"[('family', 16.8), ('war', 11.5), ('camp', 8.1)]"
1061,RG-50.999.0486,"[('family', 12.3), ('camp', 8.9), ('war', 8.9)]"
1062,RG-50.999.0494,"[('family', 10.4), ('war', 10.3), ('camp', 8.2)]"
1063,RG-50.999.0495,"[('camp', 9.5), ('family', 8.8), ('war', 8.8)]"
1064,RG-50.999.0496,"[('camp', 11.2), ('family', 7.9), ('food', 7.9)]"
1065,RG-50.999.0499,"[('camp', 9.9), ('food', 8.3), ('family', 7.9)]"
1066,RG-50.999.0507,"[('food', 11.5), ('camp', 11.3), ('family', 9.3)]"
1067,RG-50.999.0509,"[('family', 11.3), ('war', 10.5), ('camp', 8.2)]"
1068,RG-50.999.0511,"[('family', 13.6), ('camp', 12.2), ('war', 12.2)]"
1069,RG-50.999.0517,"[('camp', 12.1), ('family', 9.3), ('food', 8.0)]"
1070,RG-50.999.0518,"[('family', 16.4), ('war', 13.6), ('camp', 6.7)]"
1071,RG-50.999.0519,"[('family', 11.6), ('camp', 11.2), ('ghetto', 8.7)]"
1072,RG-50.999.0521,"[('family', 12.4), ('camp', 7.6), ('government', 7.6)]"
1073,RG-50.999.0523,"[('camp', 11.0), ('family', 7.7), ('food', 7.7)]"
1074,RG-50.999.0524,"[('war', 13.4), ('family', 12.2), ('camp', 8.2)]"
1075,RG-50.999.0527,"[('camp', 13.7), ('family', 10.0), ('food', 7.9)]"
1076,RG-50.999.0528,"[('war', 12.0), ('family', 11.8), ('camp', 9.4)]"
1077,RG-50.999.0529,"[('war', 11.5), ('family', 10.0), ('camp', 8.9)]"
1078,RG-50.999.0531,"[('camp', 14.7), ('family', 11.5), ('war', 9.1)]"
1079,RG-50.999.0538,"[('family', 16.7), ('camp', 8.7), ('war', 7.9)]"
1080,RG-50.999.0539,"[('war', 17.3), ('family', 8.4), ('camp', 7.5)]"
1081,RG-50.999.0540,"[('war', 13.8), ('family', 12.4), ('camp', 7.7)]"
1082,RG-50.999.0541,"[('family', 16.6), ('war', 8.5), ('camp', 6.5)]"
1083,RG-50.999.0542,"[('camp', 9.0), ('family', 8.7), ('food', 8.2)]"
1084,RG-50.999.0544,"[('family', 10.2), ('camp', 10.1), ('war', 8.6)]"
1085,RG-50.999.0545,"[('war', 11.2), ('family', 11.0), ('camp', 8.0)]"
1086,RG-50.999.0546,"[('war', 11.2), ('camp', 10.6), ('family', 9.1)]"
1087,RG-50.999.0547,"[('family', 11.4), ('camp', 10.4), ('ghetto', 9.0)]"
1088,RG-50.999.0549,"[('family', 10.4), ('war', 9.8), ('camp', 6.7)]"
1089,RG-50.999.0551,"[('camp', 10.7), ('family', 10.7), ('war', 10.2)]"
1090,RG-50.999.0555,"[('family', 11.5), ('camp', 8.1), ('war', 8.1)]"
1091,RG-50.999.0558,"[('war', 13.3), ('family', 10.5), ('camp', 5.8)]"
1092,RG-50.999.0559,"[('camp', 9.8), ('food', 9.0), ('family', 8.8)]"
1093,RG-50.999.0561,"[('family', 14.1), ('camp', 10.6), ('war', 9.6)]"
1094,RG-50.999.0565,"[('family', 13.8), ('war', 10.6), ('camp', 9.3)]"
1095,RG-50.999.0569,"[('war', 15.8), ('camp', 13.9), ('family', 10.7)]"
1096,RG-50.999.0573,"[('war', 15.9), ('family', 10.2), ('camp', 7.8)]"
1097,RG-50.999.0575,"[('food', 10.8), ('camp', 10.3), ('family', 8.8)]"
1098,RG-50.999.0578,"[('camp', 10.4), ('family', 8.3), ('food', 7.8)]"
1099,RG-50.999.0584,"[('war', 13.8), ('camp', 9.6), ('survive', 7.4)]"
1100,RG-50.999.0587,"[('family', 17.2), ('camp', 8.2), ('Nazi', 7.4)]"
1101,RG-50.999.0589,"[('war', 14.7), ('family', 10.9), ('camp', 6.3)]"
1102,RG-50.999.0591,"[('family', 11.8), ('camp', 10.5), ('war', 7.1)]"
1103,RG-50.999.0592,"[('camp', 9.1), ('food', 8.8), ('relocation', 8.5)]"
1104,RG-50.999.0594,"[('war', 15.2), ('family', 10.5), ('camp', 7.0)]"
1105,RG-50.999.0595,"[('war', 10.8), ('family', 10.5), ('camp', 9.9)]"
1106,RG-50.999.0597,"[('ghetto', 15.1), ('family', 9.7), ('camp', 9.6)]"
1107,RG-50.999.0598,"[('camp', 10.5), ('food', 10.5), ('family', 10.3)]"
1108,RG-50.999.0600,"[('war', 11.9), ('camp', 10.1), ('family', 8.6)]"
1109,RG-50.999.0602,"[('war', 13.6), ('family', 8.3), ('camp', 7.4)]"
1110,RG-50.999.0603,"[('camp', 13.1), ('family', 9.9), ('war', 9.5)]"
1111,RG-50.999.0609,"[('family', 13.1), ('food', 10.3), ('camp', 8.2)]"
1112,RG-50.999.0612,"[('family', 13.3), ('war', 8.6), ('camp', 8.2)]"
1113,RG-50.999.0613,"[('family', 14.8), ('war', 9.6), ('camp', 8.4)]"
1114,RG-50.999.0614,"[('family', 13.4), ('war', 9.4), ('camp', 7.0)]"
1115,RG-50.999.0615,"[('camp', 12.1), ('family', 10.8), ('war', 9.2)]"
1116,RG-50.999.0616,"[('family', 12.5), ('war', 10.8), ('camp', 10.3)]"
1117,RG-50.999.0617,"[('family', 14.6), ('war', 11.4), ('camp', 5.4)]"
1118,RG-50.999.0628,"[('war', 13.3), ('family', 9.6), ('camp', 8.0)]"
